recipe_id,recipe_name,ingredients,cuisine,veg_nonveg,instructions,prep_time,difficulty,category,calories,image_url
94,Veg Garlic Rice,"Cooked rice, garlic, vegetable oil, salt, black pepper, spring onion",Chinese,veg,Heat vegetable oil in a pan. Sauteee minced garlic until fragrant. Add cooked rice and toss well to combine. Season with salt and black pepper. Garnish with chopped spring onion and serve hot.,15,Easy,Lunch,250,https://media.istockphoto.com/id/1292618457/photo/healthy-and-tasty-veg-fried-rice-made-of-mixed-veggies-served-in-bowl-over-a-rustic-wooden.jpg?s=1024x1024&w=is&k=20&c=ehbTO6Pj5OHb6oqw75rR5MHSNitpiFGZM2v0QF00VeM=
95,Italian Spinach Pasta,"Pasta, fresh spinach, garlic, olive oil, parmesan cheese, salt, black pepper",Italian,veg,"Boil pasta until al dente, drain, and set aside. Heat olive oil in a pan, saut minced garlic until fragrant. Add fresh spinach and cook until wilted. Toss cooked pasta with spinach and garlic oil. Season with salt, black pepper, sprinkle parmesan cheese, and serve warm.",25,Easy,Lunch,430,Images/Italian Food.jpg
96,Chicken Spinach Pasta,"Pasta, chicken breast, fresh spinach, garlic, olive oil, parmesan cheese, salt, black pepper",Italian,non-veg,"Boil pasta until al dente, drain, and set aside. Heat olive oil in a pan, saut minced garlic. Add diced chicken and cook until fully done. Add fresh spinach and cook until wilted. Toss pasta with chicken and spinach. Season with salt and black pepper, sprinkle parmesan cheese, and serve hot.",30,Medium,Lunch,580,Images/Italian Food.jpg
97,Veg Szechuan Rice,"Cooked rice, carrot, beans, bell pepper, garlic, soy sauce, chili sauce, sesame oil, vegetable oil, salt, black pepper",Chinese,veg,"Heat vegetable oil in a wok. Sauteee minced garlic until fragrant. Add chopped carrot, beans, and bell pepper, stir-fry on high heat for 34 minutes. Add cooked rice, soy sauce, chili sauce, salt, and black pepper. Toss everything together on high heat for 23 minutes. Drizzle sesame oil and serve hot.",20,Easy,Lunch,250,Images/Chinese Food.jpg
98,Italian Veg Casserole,"Zucchini, bell pepper, carrot, broccoli, olive oil, mozzarella cheese, parmesan cheese, salt, black pepper, Italian herbs",Italian,veg,"Preheat oven to 200C. Chop all vegetables into bite-sized pieces. Toss vegetables with olive oil, salt, black pepper, and Italian herbs. Layer vegetables in a baking dish. Sprinkle mozzarella and parmesan cheese on top. Bake for 20 to 25 minutes until vegetables are tender and cheese is golden. Serve hot.",40,Medium,Dinner,330,Images/Italian Food.jpg
99,Chicken Veg Stir Fry,"Chicken breast, carrot, bell pepper, broccoli, garlic, ginger, soy sauce, vegetable oil, salt, black pepper, spring onion",Chinese,non-veg,"Heat vegetable oil in a wok on high heat. Sauteee minced garlic and ginger until fragrant. Add diced chicken and cook until fully done. Add chopped vegetables and stir-fry for 34 minutes until tender-crisp. Add soy sauce, salt, and black pepper. Toss everything for 23 minutes. Garnish with spring onion and serve hot.",25,Easy,Dinner,400,Images/Chinese Food.jpg
100,Italian Mixed Grill Veg,"Zucchini, bell pepper, mushrooms, olive oil, garlic, salt, black pepper, rosemary, thyme",Italian,veg,"Preheat grill or oven to 200C. Slice zucchini, bell pepper, and mushrooms. Toss vegetables with olive oil, minced garlic, salt, black pepper, rosemary, and thyme. Grill vegetables until tender and lightly charred, about 1015 minutes. Serve hot.",30,Easy,Dinner,250,Images/Italian Food.jpg
105,Rajma Masala,"Kidney beans, onion, tomato, ginger garlic paste, oil, cumin seeds, spices, salt",Indian,veg,Soak kidney beans overnight and pressure cook until soft. Heat oil in a pan and add cumin seeds. Add onions and saut until golden. Add ginger garlic paste and cook briefly. Add tomato puree and spices. Cook until oil separates. Add cooked rajma and simmer for 15 minutes. Serve hot with rice.,45,Medium,Lunch,410,Images/Indian Lunch.jpg
107,Vegetable Biryani,"Basmati rice, carrot, beans, peas, onion, yogurt, spices, oil, mint, salt",Indian,veg,Cook rice until 70% done and keep aside. Heat oil and saut onions until golden. Add vegetables and spices. Add yogurt and cook briefly. Layer rice and vegetable mixture. Cover and cook on low heat for 15 minutes. Serve hot.,50,Medium,Lunch,460,Images/Indian Lunch.jpg
108,Grilled Chicken Salad,"Chicken breast, lettuce, tomato, cucumber, olive oil, lemon juice, salt, pepper",Continental,non-veg,"Marinate chicken with salt, pepper, olive oil, and lemon juice. Grill chicken until cooked and slice thinly. Chop vegetables and place in a bowl. Add grilled chicken on top. Toss lightly and serve fresh.",25,Easy,Lunch,350,Images/Cont Lunch.jpg
109,Paneer Pulao,"Basmati rice, paneer, onion, peas, cumin seeds, oil, garam masala, salt",Indian,veg,"Heat oil and add cumin seeds. Add onions and saut until light brown. Add paneer cubes and peas and saut briefly. Add rice, garam masala, salt, and water. Cook covered on low heat until rice is fully cooked. Serve hot.",35,Easy,Lunch,400,https://media.istockphoto.com/id/1197995878/photo/vegetarian-paneer-biryani-or-panir-pulav-popular-indian-food.jpg?s=1024x1024&w=is&k=20&c=7dK-jnLgVEaGbTBRtwaKiu4lDt9gIfVxbzYhyv-TeFY=
111,Vegetable Kung Pao,"Bell pepper, zucchini, carrot, peanuts, garlic, ginger, soy sauce, vinegar, oil, chili flakes",Chinese,veg,"Heat oil in a wok on high heat. Add chopped garlic and ginger and saut quickly. Add chopped vegetables and stir fry for 34 minutes until slightly tender. Add peanuts, soy sauce, vinegar, and chili flakes. Stir fry on high heat until vegetables are well coated with sauce. Serve hot with steamed rice.",25,Medium,Lunch,380,Images/Chinese Food.jpg
112,Mexican Chicken Rice Bowl,"Rice, chicken, bell pepper, onion, garlic, cumin powder, paprika, olive oil, salt",Mexican,non-veg,"Cook rice and keep aside. Heat olive oil in a pan and saut garlic and onion. Add chicken pieces and cook until browned. Add bell pepper, cumin powder, paprika, and salt. Cook until chicken is tender and vegetables are soft. Serve chicken mixture over rice as a bowl meal.",30,Easy,Lunch,480,https://media.istockphoto.com/id/2163190827/photo/rice-bowl-with-pulled-chicken-carnitas-cherry-tomatoes-avocado-peppers-close-up-horizontal.jpg?s=1024x1024&w=is&k=20&c=BRhbjtNLhe0SkiUM4_zmRlTfucWFaifCqBKl0DKxhwo=
113,Falafel Rice Plate,"Falafel balls, rice, cucumber, tomato, yogurt, garlic, olive oil, salt",Middle Eastern,veg,"Cook rice and keep warm. Prepare or reheat falafel until crisp. Mix yogurt with garlic and salt to make sauce. Arrange rice on a plate, add falafel, chopped cucumber and tomato. Drizzle yogurt sauce and olive oil on top. Serve fresh.",30,Easy,Lunch,420,Images/Middle Eastern Food.jpg
114,Grilled Fish with Vegetables,"Fish fillet, zucchini, carrot, olive oil, garlic, lemon juice, salt, pepper",Continental,non-veg,"Marinate fish with lemon juice, garlic, salt, and pepper for 15 minutes. Heat grill pan and brush with olive oil. Grill fish on both sides until cooked through. Grill vegetables separately until tender. Serve fish with grilled vegetables on the side.",35,Medium,Lunch,390,Images/Cont Lunch.jpg
115,Veg Burrito Bowl,"Rice, kidney beans, corn, bell pepper, onion, olive oil, cumin powder, salt",Mexican,veg,"Cook rice and keep aside. Heat olive oil and saut onion and bell pepper. Add cooked beans, corn, cumin powder, and salt. Cook for 5 minutes until well mixed. Serve vegetable mixture over rice in a bowl.",25,Easy,Lunch,410,Images/Mexican Food.jpg
116,Chicken Hakka Noodles,"Noodles, chicken, cabbage, carrot, garlic, soy sauce, oil, salt",Chinese,non-veg,"Boil noodles and drain. Heat oil in a wok and saut garlic. Add chicken strips and cook until fully done. Add vegetables and stir fry on high heat. Add noodles, soy sauce, and salt. Toss well and serve hot.",30,Easy,Lunch,470,https://plus.unsplash.com/premium_photo-1661432484710-90bd17326a97?q=80&w=1032&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
117,Creamy Mushroom Rice,"Rice, mushrooms, onion, garlic, butter, cream, salt, pepper",Continental,veg,"Cook rice and keep aside. Heat butter in a pan and saut garlic and onion. Add sliced mushrooms and cook until soft. Add cream, salt, and pepper and simmer for 5 minutes. Mix in cooked rice and heat through. Serve warm.",35,Medium,Lunch,450,Images/Cont Lunch.jpg
118,Tuscan Herb Chicken with Rice,"Chicken thigh, rice, olive oil, garlic, rosemary, thyme, onion, salt, black pepper",Italian,non-veg,"Cook rice separately and keep warm. Heat olive oil in a pan and saut chopped garlic and onion until soft. Add chicken pieces, rosemary, thyme, salt, and black pepper. Cook chicken on medium heat until golden and fully cooked. Serve herb chicken over rice for a filling lunch.",40,Medium,Lunch,520,Images/Italian Food.jpg
119,Szechuan Eggplant with Rice,"Eggplant, garlic, ginger, soy sauce, chili paste, oil, sugar, spring onion",Chinese,veg,"Cut eggplant into long strips. Heat oil in a wok and fry eggplant until soft. Remove and keep aside. In the same wok saut garlic and ginger. Add chili paste, soy sauce, and sugar. Add eggplant back and toss until coated. Garnish with spring onion and serve with rice.",30,Medium,Lunch,410,Images/Chinese Food.jpg
120,Mexican Quinoa Veg Bowl,"Quinoa, black beans, corn, bell pepper, onion, olive oil, cumin powder, salt",Mexican,veg,"Cook quinoa according to package instructions. Heat olive oil and saut onion and bell pepper. Add black beans, corn, cumin powder, and salt. Cook for 5 minutes. Serve vegetable mixture over quinoa for a healthy lunch bowl.",30,Easy,Lunch,390,Images/Mexican Food.jpg
121,Middle Eastern Spiced Chicken Pilaf,"Chicken, basmati rice, onion, garlic, cinnamon, cumin, olive oil, salt",Middle Eastern,non-veg,"Heat olive oil and saut onion and garlic. Add chicken and cook until lightly browned. Add spices, salt, rice, and water. Cover and cook until rice and chicken are fully cooked. Fluff gently and serve hot.",45,Medium,Lunch,560,Images/Middle Eastern Food.jpg
122,Continental Herb Vegetable Casserole,"Potato, carrot, beans, cream, garlic, olive oil, mixed herbs, salt, pepper",Continental,veg,"Slice vegetables thinly. Heat olive oil and saut garlic briefly. Layer vegetables in a baking dish, season with salt, pepper, and herbs. Pour cream over vegetables and bake at 180C for 35 minutes until soft and golden.",45,Medium,Lunch,480,Images/Cont Lunch.jpg
123,Chicken Teriyaki Rice Bowl,"Chicken breast, rice, soy sauce, honey, garlic, oil, sesame seeds",Chinese,non-veg,"Cook rice and keep aside. Heat oil and cook chicken pieces until browned. Add garlic, soy sauce, and honey. Cook until sauce thickens and coats chicken. Serve over rice and garnish with sesame seeds.",35,Easy,Lunch,510,Images/Chinese Food.jpg
124,Italian Spinach Ricotta Pasta,"Pasta, spinach, ricotta cheese, garlic, olive oil, salt, pepper",Italian,veg,"Boil pasta until al dente. Heat olive oil and saut garlic. Add spinach and cook until wilted. Add ricotta, salt, and pepper. Mix in pasta and toss well. Serve warm.",30,Easy,Lunch,460,Images/Italian Food.jpg
125,Mexican Chipotle Chicken Bowl,"Chicken, rice, chipotle sauce, onion, garlic, oil, salt",Mexican,non-veg,Cook rice and set aside. Heat oil and saut garlic and onion. Add chicken and cook until done. Add chipotle sauce and salt. Simmer briefly and serve chicken over rice.,35,Medium,Lunch,530,Images/Mexican Food.jpg
126,Middle Eastern Vegetable Freekeh,"Freekeh wheat, onion, garlic, olive oil, carrot, cumin, salt",Middle Eastern,veg,Heat olive oil and saut onion and garlic. Add carrot and cumin. Add freekeh and water. Cook until grains are tender and fluffy. Season with salt and serve warm.,40,Medium,Lunch,420,Images/Middle Eastern Food.jpg
127,Continental Lemon Herb Chicken,"Chicken breast, lemon juice, garlic, olive oil, herbs, salt, pepper",Continental,non-veg,"Marinate chicken with lemon juice, garlic, herbs, salt, and pepper for 20 minutes. Grill or pan cook chicken until golden and cooked through. Serve with light salad or rice.",35,Easy,Lunch,390,Images/Cont Lunch.jpg
128,Chinese Black Pepper Tofu,"Tofu, bell pepper, garlic, soy sauce, black pepper, oil",Chinese,veg,Pan fry tofu cubes until golden. Remove and keep aside. Sauteee garlic and bell pepper. Add soy sauce and black pepper. Add tofu back and toss well. Serve hot with rice.,25,Easy,Lunch,360,Images/Chinese Food.jpg
129,Italian Mushroom Polenta,"Polenta, mushroom, garlic, olive oil, parmesan cheese, salt",Italian,veg,Cook polenta according to instructions. Heat olive oil and saut garlic and mushrooms. Season with salt. Serve mushrooms over creamy polenta and top with parmesan.,40,Medium,Lunch,470,Images/Italian Food.jpg
130,Mexican Vegetable Enchilada Bowl,"Tortilla strips, beans, bell pepper, onion, tomato sauce, cheese",Mexican,veg,Cook beans and vegetables with tomato sauce until thick. Layer tortilla strips and vegetable mixture in a bowl. Top with cheese and bake until melted. Serve hot.,35,Medium,Lunch,500,Images/Mexican Food.jpg
131,Italian Osso Buco Style Chicken,"Chicken thighs, onion, carrot, celery, garlic, tomato paste, olive oil, white wine, herbs, salt, pepper",Italian,non-veg,"Heat olive oil in a heavy pan and sear chicken thighs until deeply browned on both sides. Remove and keep aside. In the same pan saut onion, carrot, celery, and garlic until soft. Add tomato paste and cook until darkened. Deglaze with white wine and reduce slightly. Return chicken to pan, add herbs, salt, pepper, and enough water to partially cover. Cover and slow cook on low heat for 4550 minutes until chicken is very tender and sauce thickens. Serve with rice or mashed vegetables.",75,High,Lunch,620,Images/Italian Food.jpg
132,Chinese Five Spice Braised Tofu,"Firm tofu, garlic, ginger, soy sauce, five spice powder, sugar, oil, spring onion",Chinese,veg,"Cut tofu into thick slices and pan fry in oil until golden on both sides. Remove and keep aside. In the same pan saut garlic and ginger until aromatic. Add soy sauce, sugar, five spice powder, and water to create braising liquid. Add tofu back and simmer on low heat for 20 minutes, turning occasionally. Finish with spring onion and serve with steamed rice.",50,High,Lunch,440,Images/Chinese Food.jpg
133,Mexican Mole Chicken Bowl,"Chicken, dried chilies, cocoa powder, garlic, onion, tomato, oil, spices, rice",Mexican,non-veg,"Soak dried chilies in hot water until soft and grind with garlic, onion, tomato, and spices. Heat oil and cook chicken pieces until lightly browned. Remove and keep aside. Add mole sauce paste to the pan and cook slowly until thick and glossy. Return chicken to sauce and simmer on low heat for 30 minutes. Serve rich mole chicken over cooked rice.",80,High,Lunch,650,Images/Mexican Food.jpg
134,Middle Eastern Lamb and Rice Pilaf,"Lamb pieces, basmati rice, onion, garlic, cinnamon, cardamom, olive oil, salt",Middle Eastern,non-veg,"Heat olive oil and brown lamb pieces thoroughly. Remove and keep aside. In the same pot saut onion and garlic until golden. Add spices and rice and stir briefly. Return lamb to pot, add water, cover, and cook slowly until rice is fluffy and lamb is tender. Rest for 10 minutes before serving.",90,High,Lunch,700,Images/Middle Eastern Food.jpg
135,Continental Stuffed Chicken Roulade,"Chicken breast, spinach, cheese, garlic, olive oil, salt, pepper",Continental,non-veg,"Butterfly chicken breasts and flatten evenly. Prepare filling by sauting garlic and spinach until wilted, then cool and mix with cheese. Spread filling over chicken, roll tightly, and secure with thread. Sear roulades in olive oil, then finish cooking in oven at 180C for 25 minutes. Slice carefully and serve hot.",70,High,Lunch,560,Images/Cont Lunch.jpg
136,Italian Seafood Risotto,"Arborio rice, shrimp, squid, onion, garlic, olive oil, parmesan cheese, stock",Italian,non-veg,Heat olive oil and saut onion and garlic until soft. Add rice and toast lightly. Gradually add hot stock while stirring continuously. Halfway through cooking add seafood and continue adding stock until rice is creamy and cooked. Finish with parmesan cheese and rest for 5 minutes before serving.,75,High,Lunch,630,Images/Italian Food.jpg
137,Chinese Clay Pot Chicken Rice,"Chicken, rice, soy sauce, ginger, garlic, sesame oil, spring onion",Chinese,non-veg,"Marinate chicken with soy sauce, ginger, and garlic. Cook rice partially in a clay pot. Arrange marinated chicken on top of rice. Cover and cook on very low heat until rice absorbs chicken juices and forms crispy bottom. Drizzle sesame oil, garnish with spring onion, and serve hot.",85,High,Lunch,680,Images/Chinese Food.jpg
138,Vegetable Poha Cutlet,"Flattened rice, potato, onion, green chili, ginger, spices, oil, salt",Indian,veg,"Wash flattened rice and squeeze excess water. Mix with boiled mashed potato, chopped onion, green chili, ginger, salt, and spices. Shape into small patties. Heat oil in a pan and shallow fry until golden brown on both sides. Serve hot with chutney.",25,Easy,Snack,210,Images/Indian Snacks.jpg
139,Masala Corn Chaat,"Sweet corn, onion, tomato, lemon juice, chaat masala, salt, butter",Indian,veg,"Boil sweet corn until tender and drain. Heat butter in a pan and saut corn for 2 minutes. Add chopped onion, tomato, salt, and chaat masala. Mix well, finish with lemon juice, and serve warm.",15,Easy,Snack,180,Images/Indian Snacks.jpg
140,Paneer Sandwich Toast,"Bread, paneer, onion, green chili, butter, salt, pepper",Indian,veg,"Grate paneer and mix with chopped onion, green chili, salt, and pepper. Butter bread slices and spread paneer mixture evenly. Toast on a pan or grill until bread is crisp and filling is heated. Serve hot.",20,Easy,Snack,260,Images/Indian Snacks.jpg
141,Vegetable Samosa,"Flour, potato, peas, spices, oil, salt",Indian,veg,"Prepare dough using flour, oil, salt, and water and rest it. Cook potato and peas with spices to make filling. Roll dough, fill with mixture, shape samosas, and deep fry in medium-hot oil until crisp. Serve hot with chutney.",45,Medium,Snack,320,Images/Indian Snacks.jpg
142,Paneer Pakora,"Paneer, gram flour, spices, oil, salt",Indian,veg,"Prepare thick batter using gram flour, spices, salt, and water. Dip paneer slices into batter. Deep fry in hot oil until golden and crisp. Drain excess oil and serve hot.",30,Medium,Snack,300,Images/Indian Snacks.jpg
143,Aloo Tikki Chaat,"Potato, spices, yogurt, tamarind chutney, oil, salt",Indian,veg,Mash boiled potatoes with spices and salt. Shape into patties. Shallow fry until crisp. Top with yogurt and tamarind chutney. Serve immediately.,35,Medium,Snack,340,Images/Indian Snacks.jpg
144,Chicken Bread Roll,"Bread, chicken mince, onion, garlic, spices, oil, salt",Indian,non-veg,"Cook chicken mince with onion, garlic, and spices until dry. Flatten bread slices, fill with chicken mixture, roll tightly. Shallow fry until golden brown. Serve hot.",40,Medium,Snack,350,Images/Indian Snacks.jpg
145,Dahi Kachori,"Flour, lentils, spices, yogurt, chutneys, oil, salt",Indian,veg,"Prepare lentil filling with spices. Make dough, stuff with filling, and deep fry until crisp. Crush kachoris slightly and top with yogurt and chutneys. Serve fresh.",60,High,Snack,380,https://media.istockphoto.com/id/1226693912/photo/indian-traditional-spicy-food-item-dahivada-or-dahi-vada-served-in-a-bowl.jpg?s=1024x1024&w=is&k=20&c=-RQD4MvR6vuJE0-U8AYJcfteNZeoeQBvKNCJSwd9c94=
146,Chicken Seekh Kebab,"Chicken mince, onion, garlic, spices, oil, salt",Indian,non-veg,"Mix chicken mince with onion, garlic, spices, and salt. Shape onto skewers. Grill or pan cook with oil until evenly cooked and slightly charred. Serve hot.",50,High,Snack,400,Images/Indian Snacks.jpg
147,Vegetable Momos,"Flour, cabbage, carrot, garlic, oil, salt",Indian,veg,"Prepare dough with flour and water. Cook vegetable filling lightly with garlic and salt. Fill dough wrappers, shape momos, and steam until cooked. Serve hot with chutney.",55,High,Snack,260,Images/Indian Snacks.jpg
148,Chicken Momos,"Flour, chicken mince, garlic, onion, oil, salt",Indian,non-veg,Prepare dough and chicken filling. Fill wrappers and shape momos carefully. Steam for 1215 minutes until cooked through. Serve hot.,60,High,Snack,320,Images/Indian Snacks.jpg
149,Paneer Stuffed Kulcha,"Flour, paneer, onion, spices, butter, salt",Indian,veg,Prepare soft dough and paneer stuffing with spices. Stuff dough balls and roll gently. Cook on tawa with butter until golden spots appear. Serve hot.,45,High,Snack,360,Images/Indian Snacks.jpg
150,Chicken Cheese Balls,"Chicken mince, cheese, bread crumbs, spices, oil, salt",Indian,non-veg,Mix chicken mince with spices and salt. Stuff cheese cubes inside mixture and shape balls. Roll in breadcrumbs and deep fry until golden. Serve hot.,50,High,Snack,420,Images/Indian Snacks.jpg
151,Vegetable Cutlet Roll,"Vegetable cutlet, roti, onion, chutney, oil",Indian,veg,"Prepare vegetable cutlets and keep ready. Heat roti lightly on pan. Place cutlet, onion, and chutney on roti. Roll tightly and serve warm.",30,Medium,Snack,300,Images/Indian Snacks.jpg
152,Chicken Puff Pastry,"Puff pastry sheets, chicken, onion, spices, butter, salt",Indian,non-veg,Cook chicken with onion and spices until dry. Fill pastry sheets with mixture and seal edges. Bake at 180C for 25 minutes until puffed and golden. Serve hot.,55,High,Snack,450,Images/Indian Snacks.jpg
153,Vegetable Manchurian Balls,"Cabbage, carrot, flour, garlic, soy sauce, oil, salt",Chinese,veg,"Finely chop cabbage and carrot and squeeze out excess water. Mix with flour, salt, and garlic to form a soft mixture. Shape into small balls and deep fry in medium-hot oil until golden and crisp. Serve hot with soy or chili sauce.",30,Easy,Snack,290,Images/Chinese Snacks.jpg
154,Chicken Chilli Toast,"Bread, cooked chicken, garlic, soy sauce, oil, pepper",Chinese,non-veg,Finely chop cooked chicken and saut with garlic and soy sauce. Spread mixture evenly on bread slices. Toast on pan or oven until bread is crisp and topping is heated. Cut into pieces and serve hot.,20,Easy,Snack,310,Images/Chinese Snacks.jpg
155,Italian Cheese Garlic Bread,"Bread, garlic, butter, cheese, herbs",Italian,veg,Mix softened butter with garlic and herbs. Spread mixture on bread slices and top with grated cheese. Bake or toast until cheese melts and bread turns crisp. Serve warm.,15,Easy,Snack,280,Images/Italian Snacks.jpg
156,Italian Veg Panini,"Bread, zucchini, bell pepper, cheese, olive oil, salt",Italian,veg,Grill sliced vegetables with olive oil and salt. Place vegetables and cheese between bread slices. Grill or toast until bread is crisp and cheese melts. Serve warm.,25,Easy,Snack,320,Images/Italian Snacks.jpg
157,Mexican Veg Quesadilla,"Tortilla, cheese, onion, capsicum, oil, salt",Mexican,veg,Sauteee onion and capsicum lightly with oil and salt. Spread vegetables and cheese on tortilla. Fold and cook on pan until golden and cheese melts. Cut and serve hot.,20,Easy,Snack,330,Images/Mexican Food.jpg
158,Mexican Chicken Nachos,"Nachos, cooked chicken, cheese, jalapeno",Mexican,non-veg,Spread nachos on a baking tray. Top with shredded chicken and cheese. Bake until cheese melts completely. Add jalapenos and serve immediately.,20,Easy,Snack,380,Images/Mexican Food.jpg
159,Vegetable Cheese Croquettes,"Potato, cheese, bread crumbs, oil, salt",Continental,veg,Mash boiled potatoes with salt and cheese. Shape into small cylinders and coat with breadcrumbs. Deep fry until golden brown. Serve hot.,35,Easy,Snack,340,Images/Cont Snacks.jpg
160,Chicken Sausage Bites,"Chicken sausage, oil, herbs",Continental,non-veg,Slice chicken sausages into bite-sized pieces. Pan fry with oil and herbs until lightly crisp. Serve hot with dip.,15,Easy,Snack,300,Images/Cont Snacks.jpg
161,Falafel Balls,"Chickpeas, garlic, parsley, flour, oil, salt",Middle Eastern,veg,"Blend soaked chickpeas with garlic, parsley, salt, and flour. Shape into small balls. Deep fry until crisp and golden. Serve hot.",40,Easy,Snack,310,https://images.unsplash.com/photo-1637861004714-49fa0ccbb993?q=80&w=379&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
162,Chicken Shawarma Wrap Bites,"Chicken, flatbread, garlic sauce, oil, spices",Middle Eastern,non-veg,Cook chicken with oil and spices until tender. Wrap chicken in flatbread with garlic sauce. Cut into small pieces and serve warm.,30,Easy,Snack,360,Images/Mid East Snacks.jpg
163,Crispy Honey Chilli Chicken Bites,"Chicken breast, cornflour, garlic, dry red chilli, honey, soy sauce, oil, salt",Chinese,non-veg,"Cut chicken into bite-sized pieces. Marinate with salt and cornflour. Deep fry chicken in hot oil until crisp and golden. Drain excess oil. In a pan, heat oil and saut garlic and dry red chilli until aromatic. Add soy sauce and honey, mix well. Toss fried chicken into the sauce. Cook on medium heat until evenly coated and glossy. Serve hot.",35,Medium,Snack,390,Images/Chinese Snacks.jpg
164,Vegetable Dragon Rolls,"Spring roll sheets, cabbage, carrot, garlic, soy sauce, oil",Chinese,veg,"Finely shred cabbage and carrot. Stir fry with garlic and soy sauce. Allow filling to cool completely. Place filling on spring roll sheets, roll tightly, and seal edges. Deep fry on medium heat until crisp and golden brown. Serve hot with chili dip.",40,Medium,Snack,330,Images/Chinese Snacks.jpg
165,Italian Arancini Rice Balls,"Cooked rice, cheese, breadcrumbs, olive oil, garlic, herbs",Italian,veg,"Mix cooked rice with garlic, herbs, and grated cheese. Shape mixture into small balls with cheese in the center. Roll balls in breadcrumbs evenly. Deep fry until golden and crisp. Drain excess oil and serve warm.",45,Medium,Snack,370,Images/Italian Snacks.jpg
166,Chicken Stuffed Italian Crostini,"Bread slices, cooked chicken, cheese, garlic, olive oil",Italian,non-veg,Toast bread slices lightly with olive oil. Mix shredded chicken with garlic and cheese. Spread mixture on toasted bread. Bake until topping is heated and cheese melts. Serve warm as finger food.,30,Medium,Snack,350,Images/Italian Snacks.jpg
167,Mexican Loaded Bean Nachos,"Nachos, kidney beans, onion, cheese, jalapeno",Mexican,veg,"Cook kidney beans with salt until soft and lightly mashed. Spread nachos on a baking tray. Top with beans, onion, jalapenos, and cheese. Bake until cheese melts and bubbles. Serve immediately.",30,Medium,Snack,410,Images/Mexican Food.jpg
168,Mexican Chicken Taquitos,"Tortilla, cooked chicken, cheese, oil, spices",Mexican,non-veg,Mix shredded chicken with spices and cheese. Fill tortillas with mixture and roll tightly. Secure with toothpicks if needed. Deep fry until crisp and golden. Serve hot with dip.,35,Medium,Snack,420,Images/Mexican Food.jpg
169,Cheese Stuffed Potato Skins,"Potatoes, cheese, butter, salt, pepper",Continental,veg,"Boil potatoes and cut in half. Scoop out center carefully. Fill potato skins with cheese, butter, salt, and pepper. Bake until cheese melts and skins are crisp. Serve hot.",40,Medium,Snack,360,Images/Cont Snacks.jpg
170,Chicken Popcorn Bites,"Chicken, flour, spices, oil",Continental,non-veg,Cut chicken into small cubes. Coat with flour and spices evenly. Deep fry in hot oil until crisp and cooked through. Drain excess oil and serve hot.,30,Medium,Snack,400,Images/Cont Snacks.jpg
171,Falafel Stuffed Pita Pockets,"Falafel balls, pita bread, lettuce, tahini sauce",Middle Eastern,veg,Warm pita bread and cut open to form pockets. Place falafel balls inside with lettuce. Drizzle with tahini sauce evenly. Serve warm.,30,Medium,Snack,380,Images/Mid East Snacks.jpg
172,Middle Eastern Chicken Kibbeh,"Minced chicken, bulgur wheat, spices, oil",Middle Eastern,non-veg,Soak bulgur wheat and drain excess water. Mix with minced chicken and spices thoroughly. Shape into oval croquettes. Deep fry until crisp and cooked inside. Serve hot.,45,Medium,Snack,420,Images/Mid East Snacks.jpg
173,Italian Spinach Cheese Rolls,"Pastry sheets, spinach, cheese, olive oil",Italian,veg,"Cook spinach lightly and remove excess moisture. Mix with cheese and seasoning. Fill pastry sheets, roll tightly, and seal edges. Bake until golden and crisp. Serve warm.",40,Medium,Snack,360,Images/Italian Snacks.jpg
174,Chinese Stuffed Mushroom Caps,"Mushrooms, garlic, soy sauce, cheese",Chinese,veg,Remove stems from mushrooms and chop finely. Sauteee chopped stems with garlic and soy sauce. Stuff mixture into mushroom caps and top with cheese. Bake until mushrooms are tender and cheese melts. Serve hot.,35,Medium,Snack,310,Images/Chinese Snacks.jpg
175,Crispy Chilli Lotus Stem,"Lotus stem, cornflour, garlic, dry red chilli, soy sauce, vinegar, oil, salt",Chinese,veg,"Slice lotus stem thinly and soak in water. Drain and coat with cornflour and salt. Deep fry in hot oil until crisp and golden. Remove and drain excess oil. Heat oil in a pan, saut garlic and dry red chilli until fragrant. Add soy sauce and vinegar, mix well. Toss fried lotus stem until evenly coated. Serve hot as a crunchy snack.",35,Medium,Snack,320,Images/Chinese Snacks.jpg
176,Chicken Chive Dumpling Pancakes,"Minced chicken, chives, flour, garlic, soy sauce, oil",Chinese,non-veg,"Mix minced chicken with chopped chives, garlic, and soy sauce. Prepare soft dough using flour and water. Roll dough into small discs. Place filling inside, seal, and flatten gently. Pan-fry pancakes on medium heat until golden and cooked through. Serve hot with dipping sauce.",40,Medium,Snack,390,Images/Chinese Snacks.jpg
